folder,depth,objects_recursive,size_bytes_recursive,size_GB_recursive
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V292,6,343,60269278,0.05613013915717602
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V430,6,343,56110075,0.052256579510867596
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V431,6,343,62051400,0.057789869606494904
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V453,6,343,58938482,0.05489073880016804
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V469,6,343,60777014,0.05660300515592098
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V254,6,340,59288178,0.05521641857922077
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V330,6,340,62202165,0.057930280454456806
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V343,6,340,62200313,0.05792855564504862
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V370,6,340,59871462,0.05575964413583279
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V372,6,340,60874085,0.05669340956956148
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V377,6,340,62910138,0.05858963169157505
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V198,6,337,62792126,0.05847972445189953
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V242,6,337,59321948,0.055247869342565536
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V409,6,337,62587494,0.058289146050810814
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V442,6,337,61209682,0.05700595863163471
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V455,6,337,66018593,0.06148460600525141
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V456,6,337,57114451,0.05319197755306959
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V470,6,337,54605590,0.05085541866719723
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V497,6,337,60750023,0.056577867828309536
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V174,6,334,59350307,0.05527428071945906
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V224,6,334,57857011,0.05388354044407606
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V239,6,334,60962348,0.05677561089396477
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V256,6,334,61825958,0.05757991038262844
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V266,6,334,61645282,0.057411642745137215
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V274,6,334,58512645,0.054494147188961506
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V285,6,334,59730494,0.05562835745513439
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V291,6,334,56674909,0.052782622165977955
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V349,6,334,59688894,0.05558961443603039
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V396,6,334,58313822,0.05430897884070873
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V412,6,334,60680767,0.056513368152081966
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V205,6,331,61429358,0.05721054784953594
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V255,6,331,60184622,0.05605129711329937
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V262,6,331,57123923,0.05320079904049635
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V271,6,331,57271121,0.0533378878608346
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V275,6,331,56949479,0.05303833540529013
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V281,6,331,59878841,0.055766516365110874
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V328,6,331,58103673,0.054113262332975864
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V361,6,331,57898983,0.05392262991517782
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V386,6,331,58857445,0.05481526721268892
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V391,6,331,57926471,0.05394823011010885
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V468,6,331,58208187,0.05421059858053923
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V480,6,331,58234939,0.05423551332205534
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V484,6,331,60751615,0.056579350493848324
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V498,6,331,59682016,0.05558320879936218
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V124,6,328,54765499,0.051004345528781414
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V179,6,328,59740659,0.05563782434910536
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V185,6,328,61609254,0.05737808905541897
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V248,6,328,57442626,0.053497614338994026
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V258,6,328,56052143,0.05220262613147497
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V286,6,328,58246650,0.05424642004072666
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V290,6,328,59550209,0.05546045396476984
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V321,6,328,58797884,0.05475979670882225
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V326,6,328,59882262,0.055769702419638634
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V335,6,328,60345964,0.05620155856013298
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V345,6,328,57762669,0.05379567760974169
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V414,6,328,58255192,0.05425437539815903
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V418,6,328,57925215,0.053947060368955135
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V420,6,328,58168789,0.054173906333744526
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V478,6,328,59384089,0.05530574265867472
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V499,6,328,58032773,0.05404723156243563
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V032,6,325,60542095,0.05638421978801489
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V175,6,325,59604529,0.05551104340702295
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V181,6,325,59652709,0.05555591452866793
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V197,6,325,59960416,0.05584248900413513
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V202,6,325,52458472,0.04885575920343399
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V204,6,325,57000962,0.053086282685399055
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V216,6,325,55526225,0.05171282682567835
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V240,6,325,59753107,0.05564941745251417
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V257,6,325,60164167,0.05603224691003561
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V278,6,325,58570483,0.054548013024032116
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V308,6,325,61029111,0.05683778878301382
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V389,6,325,58097792,0.05410778522491455
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V223,6,322,57145351,0.05322075542062521
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V231,6,322,55176289,0.051386923529207706
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V244,6,322,57328025,0.05339088384062052
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V260,6,322,58138215,0.05414543207734823
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V300,6,322,56804309,0.0529031353071332
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V307,6,322,59376365,0.05529854912310839
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V311,6,322,58483221,0.05446674395352602
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V355,6,322,54844329,0.05107776168733835
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V384,6,322,63266648,0.058921657502651215
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V395,6,322,61234158,0.057028753682971
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V436,6,322,52846498,0.049217136576771736
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V445,6,322,57803311,0.05383352842181921
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V447,6,322,56585859,0.052699687890708447
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V465,6,322,57476502,0.0535291638225317
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V493,6,322,60255302,0.05611712299287319
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V113,6,319,54704720,0.05094774067401886
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V265,6,319,59038119,0.054983532987535
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V283,6,319,57568196,0.05361456051468849
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V294,6,319,59535231,0.05544650461524725
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V301,6,319,56232547,0.0523706404492259
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V353,6,319,60313560,0.05617137998342514
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V383,6,319,56958031,0.05304630007594824
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V390,6,319,57490528,0.05354222655296326
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V397,6,319,55128009,0.05134195927530527
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V425,6,319,52152198,0.04857051931321621
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V446,6,319,56101960,0.05224902182817459
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V449,6,319,53385079,0.049718729220330715
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V459,6,319,56971857,0.05305917654186487
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V462,6,319,53640440,0.0499565526843071
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V472,6,319,54409447,0.050672746263444424
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V109,6,316,63880919,0.05949374195188284
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V152,6,316,53837122,0.05013972707092762
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V203,6,316,58816361,0.05477700475603342
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V211,6,316,57558268,0.05360531434416771
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V217,6,316,55055328,0.051274269819259644
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V253,6,316,56513877,0.052632649429142475
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V263,6,316,59689121,0.055589825846254826
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V264,6,316,56836106,0.052932748571038246
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V295,6,316,57985434,0.054003143683075905
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V299,6,316,54435340,0.05069686099886894
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V323,6,316,55313209,0.05151444021612406
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V340,6,316,55116687,0.051331414841115475
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V367,6,316,56263710,0.052399663254618645
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V373,6,316,52120637,0.04854112584143877
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V382,6,316,55923259,0.05208259355276823
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V394,6,316,54542611,0.05079676490277052
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V403,6,316,55588094,0.051770446822047234
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V410,6,316,57089661,0.053168890066444874
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V438,6,316,56869941,0.05296425987035036
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V475,6,316,56515058,0.052633749321103096
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V492,6,316,50817651,0.047327625565230846
processed/keyframes/dataset=ai_challenge_2025/batch=L24/profile=autoshot_v1/video_id=L24_V004,6,313,78459237,0.07307085860520601
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V151,6,313,55399851,0.05159513186663389
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V200,6,313,53822714,0.05012630857527256
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V251,6,313,55350319,0.05154900159686804
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V297,6,313,50818196,0.04732813313603401
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V306,6,313,53943328,0.05023863911628723
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V314,6,313,57818119,0.053847319446504116
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V364,6,313,57953871,0.053973748348653316
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V379,6,313,58306892,0.05430252477526665
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V068,6,310,60573752,0.05641370266675949
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V069,6,310,57821504,0.05385047197341919
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V134,6,310,58830176,0.05478987097740173
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V213,6,310,56324401,0.05245618615299463
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V235,6,310,56531849,0.052649387158453465
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V252,6,310,50829468,0.04733863100409508
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V284,6,310,56356428,0.05248601362109184
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V317,6,310,56748486,0.05285114608705044
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V334,6,310,55052561,0.05127169284969568
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V362,6,310,54343309,0.050611150451004505
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V371,6,310,54041861,0.05033040512353182
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V407,6,310,50502225,0.047033862210810184
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V439,6,310,55824350,0.05199047736823559
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V452,6,310,56218608,0.05235765874385834
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V458,6,310,54919632,0.05114789307117462
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V464,6,310,55410096,0.05160467326641083
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V133,6,307,59901428,0.055787552148103714
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V147,6,307,53581346,0.04990151710808277
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V167,6,307,56955666,0.05304409749805927
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V188,6,307,57854849,0.05388152692466974
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V192,6,307,56556483,0.05267232935875654
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V208,6,307,55504631,0.0516927158460021
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V230,6,307,55096613,0.051312719471752644
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V273,6,307,51537700,0.04799822345376015
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V279,6,307,49390232,0.045998238027095795
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V313,6,307,55548214,0.05173330567777157
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V344,6,307,55785865,0.05195463541895151
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V360,6,307,55727516,0.05190029367804527
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V380,6,307,54952206,0.051178229972720146
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V422,6,307,56396061,0.05252292472869158
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V013,6,304,58484550,0.054467981681227684
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V122,6,304,52150157,0.04856861848384142
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V146,6,304,55991054,0.05214573256671429
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V148,6,304,54575852,0.05082772299647331
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V170,6,304,54860960,0.05109325051307678
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V194,6,304,52813782,0.049186667427420616
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V201,6,304,53790456,0.050096265971660614
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V206,6,304,53393047,0.04972614999860525
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V225,6,304,54452249,0.050712608732283115
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V237,6,304,52817219,0.04918986838310957
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V245,6,304,52863898,0.049233341589570045
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V293,6,304,56934153,0.05302406195551157
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V305,6,304,54283474,0.05055542476475239
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V325,6,304,53765639,0.05007315333932638
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V359,6,304,53634625,0.04995113704353571
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V387,6,304,51577280,0.04803508520126343
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V426,6,304,55032150,0.051252683624625206
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V427,6,304,51661088,0.0481131374835968
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V037,6,301,57323153,0.05338634643703699
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V075,6,301,54869512,0.051101215183734894
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V093,6,301,54343479,0.05061130877584219
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V112,6,301,52851207,0.0492215221747756
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V139,6,301,58144224,0.0541510283946991
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V193,6,301,56445069,0.05256856698542833
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V207,6,301,52114059,0.04853499960154295
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V215,6,301,53280653,0.04962147492915392
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V233,6,301,54950707,0.0511768339201808
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V246,6,301,52556689,0.048947230912745
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V280,6,301,52094970,0.048517221584916115
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V288,6,301,53531400,0.04985500127077103
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V322,6,301,54389985,0.05065462086349726
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V332,6,301,52712610,0.04909244365990162
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V457,6,301,53610700,0.049928855150938034
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V494,6,301,53739132,0.05004846677184105
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V083,6,298,53047139,0.04940399806946516
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V142,6,298,49448626,0.04605262167751789
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V219,6,298,54053308,0.05034106597304344
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V304,6,298,52296084,0.04870452359318733
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V310,6,298,52051204,0.048476461321115494
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V392,6,298,57385188,0.05344412103295326
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V421,6,298,52297012,0.048705387860536575
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V016,6,295,56401966,0.05252842418849468
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V036,6,295,56462624,0.05258491635322571
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V072,6,295,58483914,0.05446738936007023
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V074,6,295,55936001,0.05209446046501398
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V082,6,295,57537156,0.05358565226197243
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V095,6,295,54682483,0.050927030853927135
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V115,6,295,51984018,0.04841388948261738
processed/keyframes/dataset=ai_challenge_2025/batch=L26/profile=autoshot_v1/video_id=L26_V116,6,295,54939333,0.05116624105721712
